material_id,formula_pretty,n_elements,contains_transition_metal,formation_energy_per_atom,energy_per_atom,band_gap,is_semiconductor,density,volume,elements
mp-1316403,Li8CoO5F,4,True,-0.0868661605099186,0.5668992705528048,-0.2223305096783428,False,-0.7297077350945259,-0.4684712229813093,"['Co', 'F', 'Li', 'O']"
mp-777558,Li32Ti3Cr13O48,4,False,-0.440149668151612,0.0693664994501427,-0.1969393908993463,False,-0.1525580984267246,1.2253779806431455,"['Cr', 'Li', 'O', 'Ti']"
mp-1195676,LiCuSO4F,5,False,0.0555610562332847,0.3981782234423577,-0.5764519795827368,False,-0.2632896279174397,-0.1779561017358394,"['Cu', 'F', 'Li', 'O', 'S']"
mp-605860,Ba2LiN,3,False,1.7710691729937913,0.9841427486584176,-0.8682128617659177,False,-0.032790791821103,1.8254647969794573,"['Ba', 'Li', 'N']"
mp-1222909,Li2MgSi5O12,4,False,-1.1701665890506834,-0.1038115631691673,2.624995695373208,True,-0.2755539184601436,0.8910721928632812,"['Li', 'Mg', 'O', 'Si']"
mp-775869,Li4Cr5SbO12,4,False,-0.3433095396060264,-0.1265680861599939,0.0913682991298903,True,0.1850124296999742,0.1943359340541157,"['Cr', 'Li', 'O', 'Sb']"
mp-861948,LiPm2Al,3,False,1.9194743621045467,-2.902044088857425,-0.8682128617659177,False,0.9417133859239228,-0.9370135219913353,"['Al', 'Li', 'Pm']"
mp-705341,Li3Mo4P9O32,4,False,-0.5967086027917256,-0.16717680228858,0.3735144110020924,True,-0.4248619984042026,2.441541138504157,"['Li', 'Mo', 'O', 'P']"
mp-1196213,LiNbO3,3,False,-1.0036054928217482,-0.2842558827689197,1.2508283470539547,True,0.1902629375789526,0.1675073363129848,"['Li', 'Nb', 'O']"
mp-780694,Li2Mn(PO3)4,4,True,-0.7251108563442219,-0.0882088266234569,2.0904957176628263,True,-0.8495896663849449,1.7366120797360949,"['Li', 'Mn', 'O', 'P']"
mp-20657,Li2BPd3,3,False,1.6688315892484993,-1.9381741445612308,-0.8682128617659177,False,2.4070964048936654,-0.3403631075972051,"['B', 'Li', 'Pd']"
mp-1195467,Li2MgB12(H4O7)4,5,False,-0.2719316069055601,0.0976077788481364,3.0925308291571167,True,-1.2265571651636982,0.3427543642450178,"['B', 'H', 'Li', 'Mg', 'O']"
mp-753703,Li3Ni2O2F3,4,True,-0.4156205142868224,0.4738465576443301,0.8403724482852283,True,0.2978193594052382,-0.7188018976434782,"['F', 'Li', 'Ni', 'O']"
mp-1174185,Li4Mn3CoO8,4,True,-0.0397014418803364,0.0442002200225902,-0.8682128617659177,False,0.25756009830318,-0.7980955536199618,"['Co', 'Li', 'Mn', 'O']"
mp-1235990,KLiNi2H3(SeO5)2,6,True,0.7013907119901379,0.4828540025289597,-0.7769402534616876,False,-0.1727381380596055,-0.5730697446059488,"['H', 'K', 'Li', 'Ni', 'O', 'Se']"
mp-1100481,Li9Mn7O16,3,True,-0.1847382013108624,0.0349274429145649,-0.2633625576251993,False,0.1231467846089193,-0.3813348844190558,"['Li', 'Mn', 'O']"
mp-757477,Li4MnV3(PO4)4,5,True,-0.7264040015093938,-0.1541118598517566,0.9559528209672165,True,-0.3049599218171361,-0.3424369843358216,"['Li', 'Mn', 'O', 'P', 'V']"
mp-1110972,Cs2LiPrF6,4,False,-1.7071580078256388,-1.835107130248862,3.870988676096089,True,0.5872317286292553,-0.6914595904648757,"['Cs', 'F', 'Li', 'Pr']"
mp-26575,Li3Fe(PO4)2,4,True,-0.6299987762860227,0.0335452925167589,0.4541566042441822,True,-0.4076454509129826,-0.8311447055418796,"['Fe', 'Li', 'O', 'P']"
mp-765628,Li4Cu3Bi(PO4)4,5,False,-0.2928090150146016,0.1698304784714629,-0.8003000827383644,False,0.3219777983428614,-0.3233872408022092,"['Bi', 'Cu', 'Li', 'O', 'P']"
mp-771192,Li5Fe2Cu5O12,4,True,0.5883418703742798,0.4081253019282495,-0.8682128617659177,False,0.6993084663627173,-0.5821027154767637,"['Cu', 'Fe', 'Li', 'O']"
mp-1175969,Li9Mn2Co5O16,4,True,0.1812484948686805,0.223416199816697,-0.8682128617659177,False,0.3188269682622014,-0.4179615466198888,"['Co', 'Li', 'Mn', 'O']"
mp-1307939,Li4Co3NiO8,4,True,0.3765732910016214,0.2888855779162455,-0.5657538548705207,False,0.5255633231709661,-0.4109337864865509,"['Co', 'Li', 'Ni', 'O']"
mp-10520,LiNdTiO4,4,False,-1.58777387081371,-0.3043793952797175,0.6772599012489594,True,0.8856290792002879,-0.7409828323310889,"['Li', 'Nd', 'O', 'Ti']"
mp-1175537,Li9Mn2Co5O16,4,True,0.2203410987629525,0.2337260313432594,-0.8682128617659177,False,0.2688894310134942,-0.4032177967245581,"['Co', 'Li', 'Mn', 'O']"
mp-673090,LiSb2P5O18,4,False,-0.3850665708882176,0.0276691103522309,-0.8416706789356075,False,-0.1453436244271911,0.6437757146143449,"['Li', 'O', 'P', 'Sb']"
mp-774334,Na5Li3V8O24,4,False,-0.4500381738639132,-0.0586537231100782,1.2566513769606045,True,-0.6315394758181851,0.3462430660567567,"['Li', 'Na', 'O', 'V']"
mp-752856,Li10Fe4S9,3,True,0.9685918206399612,0.6561330599207318,-0.8682128617659177,False,-0.8745441809157504,1.0439133087442076,"['Fe', 'Li', 'S']"
mp-1219572,RbLiMnS2,4,True,0.9488845835792328,0.6093672558567548,-0.8682128617659177,False,-0.1752774429661524,-0.9474547088210892,"['Li', 'Mn', 'Rb', 'S']"
mp-754285,Li5MnO4,3,True,-0.0681293168502073,0.4037629773079353,-0.0294934262581295,False,-0.8244732812450303,-0.6529908016608639,"['Li', 'Mn', 'O']"
mp-934,LiTl,2,False,1.8905024009047335,-6.023838395133517,-0.8682128617659177,False,3.253410489908233,-1.1205022395377076,"['Li', 'Tl']"
mp-766626,Li3VPCO7,5,False,-0.4882872621862876,-0.020460380535691,-0.482741823875723,False,-0.7103881838856793,0.3794722270073519,"['C', 'Li', 'O', 'P', 'V']"
mp-1222446,LiLa2Nb8O24,4,False,-1.2242688350831596,-0.536134260005966,-0.8682128617659177,False,0.5740137969056105,0.2310613195801293,"['La', 'Li', 'Nb', 'O']"
mp-753468,LiNi2OF3,4,True,-0.1975295862195742,0.4852899898025936,0.8216845848638874,True,0.3256500554437303,-0.79153363373994,"['F', 'Li', 'Ni', 'O']"
mp-771089,Li4MnFe5O12,4,True,0.2227606435974001,0.0343545485991101,-0.675578907295937,False,0.1368129971394425,-0.5665448887601949,"['Fe', 'Li', 'Mn', 'O']"
mp-765227,Li6Sn5(P2O7)4,4,False,-0.5322331309898474,0.0811929815114746,0.9451869866049228,True,-0.2763689535316669,2.586603870696517,"['Li', 'O', 'P', 'Sn']"
mp-1078753,LiTl,2,False,2.0842998975548293,-5.972728483239805,-0.8682128617659177,False,2.14009939997996,-0.6548730877422482,"['Li', 'Tl']"
mp-570813,Li2UI6,3,False,0.7692414828859937,0.9597314511544814,-0.8682128617659177,False,0.7521605345300927,0.7554654091171119,"['I', 'Li', 'U']"
mp-1213704,Cs3LiPb4,3,False,1.8997335650702876,1.3331340458467231,-0.355989358930976,False,1.4468951877740828,0.7639846125140942,"['Cs', 'Li', 'Pb']"
mp-756519,Li(ReO3)4,3,False,-0.1647989062131057,-0.4005134001325757,-0.8682128617659177,False,2.453301511623823,-0.6280316775072055,"['Li', 'O', 'Re']"
mp-772545,Li3Ti(Si2O5)3,4,False,-1.2206707291348142,-0.1804473721913601,-0.6494429823660907,False,-0.7868472375508831,2.317338506877141,"['Li', 'O', 'Si', 'Ti']"
